251.048475714662, 555.7347269660288
264.3522101716577, 564.1584885698732
270.6398779246335, 569.8355883983245
277.30329285259285, 573.0659026118307
283.96238801066613, 572.3177087602035
290.6233275648705, 573.2682037453748
297.27936490830524, 569.7037626116868
303.93583908240265, 566.5416425182932
310.5966815631265, 567.4027328278436
317.26024210130674, 570.7671540547813
322.5244443763572, 577.3755950716766
326.00659509848606, 584.4364101523153
329.9957003134872, 590.1903926385485
336.058354434947, 597.735898105692
342.1202751123313, 604.6059015792548
348.78587419360383, 609.8478209942328
355.4544340160344, 617.8165830156507
362.12512945503784, 627.75224790073
368.79368927746833, 635.7210099221479
375.45525980929654, 637.2526352988555
379.0858079832645, 635.2921392849128
383.8289870281077, 638.859377333849
389.0422553551664, 640.2795065548844
393.6147472860371, 633.6637801847999
399.3539438066016, 622.1127822472839
403.5804402344447, 611.4047340126335
407.2016450859061, 600.839037970172
410.82258298529587, 590.0274790697528
414.44263104444696, 578.3963773094746
417.69069622247275, 564.9343106126697
420.46891833912036, 552.4480353063074
422.83467619978273, 540.6771555345309
424.3797795358879, 529.8478862709605
426.1838950262784, 518.5905708013581
427.98742322211126, 506.7923570442487
429.79032852977707, 494.4204632852382
431.5919880611086, 480.9012095224251
432.58923201663947, 470.00306916677863
434.59493191470904, 458.53302848970844
436.3973923022554, 445.75136330076833
438.50213141889424, 432.56046058604204
440.90990562882837, 419.6569317764096
443.55402140616593, 407.57336108541415
447.4680504341833, 395.6354498261615
452.6767821788642, 383.4403005845662
458.71964948919765, 372.76215300430096
465.36927998291355, 363.2970032796286
472.0210946299428, 355.84345875642833
478.6739285485181, 349.3286633272482
485.32783027537994, 343.7973193298988
491.9830424942297, 339.47293845343256
498.6385944702615, 335.4614739416398
505.294583276956, 331.85233047014134
511.9512030612742, 328.82431739017926
518.6078713823327, 325.84100664802764
525.2645882401316, 322.9023982436866
531.9215963183723, 320.2320038662084
538.5787500068337, 317.69571650216164
545.236194915737, 315.4276431649779
551.8941737287835, 313.65129554370947
558.5521040050897, 311.8302455846305
565.2104711120585, 310.41151666584597
571.8678189474813, 308.05403865304123
578.5254094666053, 305.920072329289
585.1836795000936, 304.41193873488345
591.841803923361, 302.76969812704647
598.5000739568493, 301.26156453264093
605.1583925270778, 299.7981332760459
611.8170508544883, 298.6476183841243
618.4753208879766, 297.13948478971884
625.1346101930111, 296.5701002893336
631.793317057162, 295.46428773522246
638.4516841641308, 294.04555881643796
645.1110705426458, 293.56557899167365
651.7700686272384, 292.72798046442546
658.4288240281296, 291.6668702481248
665.0879677229432, 290.9633787343081
671.7472084912373, 290.34929189611233
678.4064977962717, 289.7799073957271
685.0648163665003, 288.3164761391321
691.7245910389377, 288.19411501685164
697.1723963724215, 287.079780797909
